"ID";"bg"
"Diplomacy.Accept.SummonVassal.Neutral";"Армиите ни са готови да изпълнят дълга си в тази война, господарю!"
"Diplomacy.Accept.SummonVassal.Neutral#2";"С удоволствие ще се бием рамо до рамо с нашите братя от {plr_kingdom}."
"Diplomacy.Accept.SummonVassal.Neutral#3";"Враговете на {plr_kingdom} са врагове и на {kingdom}! Готови сме за война!"
"Diplomacy.Accept.AskForProtection.Neutral";"Да, ще ви помогнем. {kingdom} няма да стои настрана и да гледа как {plr_kingdom} бива унищожено!"
"Diplomacy.Accept.AskForProtection.Neutral#2";"Тези узурпатори са заплаха за цяла Европа. Те трябва да бъдат спрени! Ще изпратим помощ."
"Diplomacy.Accept.AskForProtection.Neutral#3";"Вече получихме новини за инвазията, {plr_kingdom}. Скоро ще изпратим армията си към нападнатите земи на {plr_kingdom}."
"Diplomacy.Accept.AskForProtection.Strong";"Какво?! {offer.target} се осмелява да ви притеснява? Те ще съжаляват за това!"
"Diplomacy.Accept.AskForProtection.Strong#2";"Не се притеснявайте, заедно ще ги отблъснем!"
"Diplomacy.Accept.AskForProtection.Weak";"Ще се опитаме да помогнем, {plr_kingdom.king}."
"Diplomacy.Accept.AskForProtection.Weak#2";"Можете да разчитате на нашата помощ, {plr_kingdom.king}. Ако {plr_kingdom} падне, знаем, че {kingdom} ще бъде следващото."
"Diplomacy.Accept.AskForLoan.Neutral";"Можем да отделим монети в момента, но очакваме да ни бъдат върнати: веднага щом можете, разбира се."
"Diplomacy.Accept.AskForLoan.Neutral#2";"Ааах, отново банкрут, {plr_kingdom.king}? Финансите никога не са билисилната ви страна. Както и да е, ще помогнем на приятел."
"Diplomacy.Accept.AskForLoan.Neutral#3";"Добре, можете да получите златото. Само помнете, това е заем, а не дарение!"
"Diplomacy.Accept.AskForLoan.Strong";"Заемането на тази сума на {plr_kingdom} няма да ни затрудни. Но дори не мислете за забавяне на плащането."
"Diplomacy.Accept.AskForLoan.Strong#2";"Сигурен ли сте, че {offer.arg0}{gold_icon} ще бъдат достатъчни? Можете да ги получите, само ни ги върнете навреме."
"Diplomacy.Accept.AskForLoan.Strong#3";"Ще помогнем този път, {plr_kingdom.king}, но започваме да съжаляваме за този брак..."
"Diplomacy.Accept.AskForLoan.Weak";"Да, {plr_kingdom}, ще ви заемем златото, но ще ни поставите в голямо затруднение, ако не ни го върнете навреме! Разчитаме на вас."
"Diplomacy.Accept.AskForLoan.Weak#2";"{plr_kingdom} иска злато от {kingdom}? Наистина можем да ви заемем тази сума. Надяваме се това да ви зарадва."
"Diplomacy.Accept.AskForLoan.Weak#3";"Разбира се, за това е семейството, {plr_kingdom.king}. Ще помогнем."
"Diplomacy.Accept.DemandReleasePrisoners.Neutral";"Ще освободим вашите затворници в знак на нашата добра воля. Надяваме се, че този акт на доброта няма да бъде забравен от народа на {plr_kingdom}."
"Diplomacy.Accept.DemandReleasePrisoners.Neutral#2";"Ще пуснем вашия затворник. {kingdom} е цивилизовано кралство: не държим чужди благородници затворени, освен ако не сме принудени."
"Diplomacy.Accept.DemandReleasePrisoners.Strong";"Вашите рицари са свободни да се върнат в {plr_kingdom}, въпреки че трябваше да им отрежем главите. Помнете нашата милост и доброжелателност!"
"Diplomacy.Accept.DemandReleasePrisoners.Strong#2";"Тези затворници в нашето подземие ли са? О, вярно е. Да, ще ги освободим сега. {plr_kingdom} трябва да намери подходящ начин да ни покаже благодарност и уважение."
"Diplomacy.Accept.DemandReleasePrisoners.Strong#3";"Затворниците могат да се върнат в {plr_kingdom}, но никога повече не ни гневете."
"Diplomacy.Accept.DemandReleasePrisoners.Weak";"Самите ние щяхме да предложим освобождаването. Затворниците вече са на свобода."
"Diplomacy.Accept.DemandReleasePrisoners.Weak#2";"Съгласни сме да освободим вашите затворници. Надяваме се, че ще оцените нашите добри намерения и нашите кралства няма да изпадат в такива неприятни ситуации в бъдеще!"
"Diplomacy.Accept.HelpWithRebels.Neutral";"Ще ви помогнем да се справите с тези бунтовници, {plr_kingdom}."
"Diplomacy.Accept.HelpWithRebels.Neutral#2";"Имате нашата подкрепа срещу тази престъпна паплач."
"Diplomacy.Accept.HelpWithRebels.Neutral#3";"Нашите войски ще потеглят, но ви предлагаме в бъдеще да обръщате повече внимание на народа си, {plr_kingdom.king}."
"Diplomacy.Accept.AskForCrusade.Neutral";"Да, крайно време е нашите армии да отключат своя свещен гняв върху грешните земи на {offer.arg0:s}. С Бог ще потеглим!"
